,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Manufacturer,Model,Variant
3508,2010,70000,10000,Petrol,Individual,Manual,First Owner,Tata,Nano Cx,BSIII
3509,2013,240000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz,VDi
3510,2010,380000,72000,Diesel,Individual,Manual,Second Owner,Mahindra,Xylo,E8
3512,2006,80000,110000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing,XO
3513,2013,265000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10,Era
3514,2018,320000,25000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus,Option
3515,2014,500000,120000,Diesel,Individual,Manual,Third Owner,Nissan,Terrano XL 110,PS
3516,2016,1300000,55000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,Option
3517,2018,1500000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S11,BSIV
3518,2016,1800000,110000,Diesel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 ZX AT,BSIV
3519,2014,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W6,2WD
3520,2018,420000,80000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron,XT
3521,2009,140000,120000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BS,IV
3522,2010,300000,100000,Diesel,Individual,Manual,Second Owner,Skoda,Laura Ambiente 2.0 TDI CR,MT
3523,2006,100000,60000,Petrol,Dealer,Manual,Second Owner,Hyundai,Santro Xing XL eRLX Euro,III
3524,2017,350000,25000,Petrol,Dealer,Manual,First Owner,Maruti,Alto K10,VXI
3525,2018,850000,19000,Petrol,Dealer,Manual,First Owner,Ford,EcoSport 1.5 Ti VCT MT Titanium BE,BSIV
3526,2008,140000,54000,Petrol,Dealer,Manual,First Owner,Maruti,Alto,LX
3527,2015,550000,17100,Petrol,Dealer,Manual,Second Owner,Ford,Aspire Titanium Plus,BSIV
3528,2017,525000,19000,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Asta Option,AT
3529,2015,470000,146000,Diesel,Dealer,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT,Titanium
3530,2013,900000,98000,Diesel,Dealer,Automatic,First Owner,Ford,Endeavour 3.0L 4X4,AT
3531,2011,500000,224642,Diesel,Dealer,Manual,Second Owner,Ford,Endeavour 2.5L,4X2
3532,1998,80000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Zen,LXI
3533,2011,175000,175000,Diesel,Individual,Manual,First Owner,Mahindra,Verito 1.5 D2,BSIII
3534,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner,Mahindra,XUV500 AT W10,AWD
3535,2017,800000,50000,Diesel,Individual,Manual,First Owner,Renault,Duster 110PS Diesel,RxZ
3536,2017,250000,15000,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0,S
3537,2018,700000,25000,Petrol,Individual,Automatic,First Owner,Maruti,Ignis 1.2 AMT Alpha,BSIV
3538,2019,800000,25000,Diesel,Individual,Manual,First Owner,Tata,Nexon 1.5 Revotorq,XM
3539,2013,660000,69000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W6,2WD
3540,2015,465000,60000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI,BSIV
3541,2006,180000,222435,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio 2.6,CRDe
3542,2017,600000,66000,Diesel,Individual,Manual,Third Owner,Maruti,Swift Dzire,VDI
3543,2010,150000,110000,Petrol,Individual,Manual,First Owner,Ford,Fiesta 1.4 ZXi,Duratec
3544,2014,450000,78000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6,SX
3545,2019,721000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Sportz Plus,BSIV
3546,2018,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.2,DLX
3547,2019,1000000,10000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio,BSIV
3548,2016,300000,40000,Petrol,Individual,Manual,First Owner,Renault,KWID,RXT
3549,2013,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio,LX
3550,1997,79000,70000,Petrol,Individual,Automatic,First Owner,Maruti,Esteem,AX
3551,2017,545000,40000,Diesel,Individual,Manual,First Owner,Ford,Figo 1.5D Trend,MT
3552,2018,844999,20000,Diesel,Individual,Manual,First Owner,Honda,Amaze V Diesel,BSIV
3553,2016,700000,93000,Diesel,Individual,Manual,First Owner,Skoda,Rapid 1.5 TDI,Ambition
3554,2016,650000,159000,Diesel,Individual,Manual,First Owner,Toyota,Etios,VD
3555,2014,525000,75000,Diesel,Individual,Manual,Second Owner,Ford,Ecosport 1.5 DV5 MT,Titanium
3556,2006,110000,101100,Diesel,Individual,Manual,Third Owner,Ford,Fiesta Classic 1.4 SXI,Duratorq
3557,2011,180000,66000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Aqua 1.3 Quadrajet,BSIV
3558,2012,280000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,i10,Era
3559,2019,400000,10000,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT,Optional
3560,2012,625000,126000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8,4WD
3561,2015,535000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,Vento 1.5 TDI,Highline
3562,2017,459999,50000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI,Optional
3563,2010,300000,100000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero,DI
3564,2007,280000,60000,Petrol,Individual,Automatic,First Owner,Honda,Civic 1.8 V,AT
3565,2014,500000,70000,Petrol,Individual,Manual,First Owner,Honda,Mobilio V i,VTEC
3566,2019,1200000,1200,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6,SX
3569,2011,180000,134444,Petrol,Individual,Automatic,Second Owner,Hyundai,i10 Sportz,AT
3570,2009,78000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Alto,LXi
3571,2011,160000,120000,Diesel,Individual,Manual,First Owner,Nissan,Micra Diesel XV,Premium
3572,2014,600000,238000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio VLX 2WD AIRBAG,BSIV
3573,2008,110000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI,Minor
3574,2011,450000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero SLX 4WD,BSIII
3575,2019,1350000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S9,BSIV
3576,2003,120000,165000,Petrol,Individual,Manual,Second Owner,Honda,City 1.3,DX
3577,2018,1040000,42000,Diesel,Individual,Manual,First Owner,Honda,BR-V i-DTEC VX,MT
3578,2014,390000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Grand i10 CRDi,Sportz
3579,2011,65000,60000,Petrol,Individual,Manual,Second Owner,Tata,Nano Lx,BSIII
3580,2013,320000,115000,Diesel,Individual,Manual,Third Owner,Volkswagen,Polo Diesel Highline,1.2L
3581,2017,720000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,Ameo 1.5 TDI,Highline
3582,2007,220000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Swift ZXI,ABS
3583,2011,225000,65000,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI BS,IV
3584,2010,200000,150000,Diesel,Individual,Manual,Second Owner,Tata,Manza Aura (ABS) Quadrajet BS,IV
3585,2015,434999,75000,Diesel,Dealer,Manual,Second Owner,Toyota,Etios,GD
3586,2012,300000,63700,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel,Titanium
3587,2018,700000,74800,Diesel,Individual,Manual,First Owner,Honda,Amaze VX,i-DTEC
3588,2009,500000,105000,Diesel,Individual,Manual,Second Owner,Ford,Endeavour 2.5L 4X2,MT
3589,2016,500000,40000,Diesel,Individual,Manual,First Owner,Renault,Duster 85PS Diesel,RxE
3590,2016,400000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz,LDi
3591,2015,825000,75000,Diesel,Dealer,Manual,Second Owner,Toyota,Corolla Altis D-4D,J
3592,2018,720000,15000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire,VDI
3593,2009,110000,30000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC,Uniq
3594,2014,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio VLX 2WD AIRBAG,BSIV
3595,2009,275000,155000,Diesel,Individual,Automatic,Third Owner,Mahindra,Scorpio VLX 2WD AT,BSIV
3596,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner,Land,Rover Range Rover Evoque 2.2L,Dynamic
3597,2017,740000,60000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4,Sportz
3598,2017,800000,90000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha,1.3
3599,2019,1100000,100000,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX,Option
3600,2012,750000,100000,Diesel,Individual,Automatic,Second Owner,BMW,X1,sDrive20d
3601,2012,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 2010-2014,VXI
3602,2009,210000,75000,Diesel,Individual,Manual,First Owner,Tata,Spacio SA 6,Seater
3603,2009,270000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI,BSIV
3604,2016,630000,90000,Diesel,Individual,Manual,Second Owner,Toyota,Etios 1.4,VXD
3605,2015,375000,55000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa,S
3606,2010,300000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo,D2
3607,2016,580000,95000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero Power Plus,SLX
3608,2014,550000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.4,CRDi
3609,2016,750000,50000,Diesel,Individual,Manual,First Owner,Maruti,Ciaz ZDi Plus,SHVS
3610,2014,250000,60516,Petrol,Individual,Manual,First Owner,Maruti,Omni E MPI STD BS,IV
3611,2012,434999,235000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6,SX
3612,2007,900000,76731,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,E-Class 280,CDI
3613,2016,685000,64000,Diesel,Dealer,Manual,First Owner,Maruti,Swift,ZDI
3614,2014,540000,65000,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI,BSIV
3615,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,Honda,City i-VTEC CVT,ZX
3616,2014,610000,77000,Diesel,Dealer,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT Titanium,Optional
3617,2011,254999,24000,Petrol,Dealer,Manual,First Owner,Hyundai,EON,Era
3618,2014,280000,63840,Petrol,Dealer,Manual,First Owner,Nissan,Micra Active,XV
3619,2017,370000,25000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron,XT
3620,2011,459999,76400,Diesel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 EX,4x2
3621,1998,42000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Zen,LX
3623,2011,190000,80000,Diesel,Individual,Manual,Third Owner,Fiat,Linea Active,(Diesel)
3624,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Fiat,Punto 1.4,Emotion
3625,2017,710000,40000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Trend Plus,BSIV
3626,2018,1200000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 SX,Option
3627,2011,229999,70000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BS,IV
3628,2018,310000,15000,Petrol,Individual,Manual,First Owner,Renault,KWID,RXT
3629,2015,320000,40000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS,IV
3630,2006,100000,54000,Petrol,Individual,Manual,First Owner,Maruti,800,AC
3631,2009,160000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Verna,CRDi
3632,2007,60000,52000,Petrol,Individual,Manual,First Owner,Maruti,800 AC,BSIII
3633,2012,100000,200000,Diesel,Individual,Manual,Third Owner,Tata,Indigo,LS
3634,2016,350000,35000,Diesel,Individual,Manual,Second Owner,Chevrolet,Beat Diesel,LT
3635,2017,700000,60000,Diesel,Individual,Manual,First Owner,Renault,Duster 110PS Diesel RxZ,AWD
3636,2017,300000,31489,Petrol,Individual,Manual,First Owner,Maruti,Alto K10,VXI
3637,2018,830000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Asta,Option
3647,2010,229999,70000,Petrol,Individual,Manual,First Owner,Hyundai,Verna Transform,VTVT
3648,2013,400000,100000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4,CRDi
3649,2005,300000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Gypsy King Hard Top Ambulance,BSIV
3650,2013,300000,50000,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel Celebration,Edition
3651,2009,80000,180000,Diesel,Individual,Manual,Second Owner,Ford,Fiesta 1.4 SXi,TDCi
3652,2008,80000,50000,Petrol,Individual,Manual,Second Owner,Maruti,800,AC
3653,2007,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Esteem,Vxi
3654,2012,300000,110000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet,LS
3655,2018,700000,26000,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Zeta,Automatic
3656,2016,975000,65000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi,Plus
3657,2009,500000,130000,Diesel,Individual,Manual,First Owner,Chevrolet,Captiva,LT
3658,2013,550000,75000,Diesel,Individual,Manual,Second Owner,Renault,Duster 85PS Diesel RxL,Optional
3659,2014,550000,110000,Diesel,Individual,Manual,Second Owner,Nissan,Terrano XV Premium 110,PS
3660,2014,240000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 2010-2014,VXI
3661,1997,50000,80000,Petrol,Individual,Manual,Second Owner,Maruti,800,Std
3662,2009,120000,80000,Petrol,Individual,Manual,Second Owner,Tata,Indica Vista Aura 1.2,Safire
3663,2013,900000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800,LXI
3664,2009,250000,90000,Petrol,Individual,Manual,Second Owner,Honda,City 1.5 V,MT
3665,2017,280000,36000,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT,Optional
3666,2010,85000,87000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Terra Quadrajet 1.3L BS,IV
3667,2011,90000,80000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Terra 1.4,TDI
3668,2015,500000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,Enjoy TCDi LT 8,Seater
3669,2013,200000,60000,Petrol,Individual,Manual,First Owner,Maruti,800,Std
3670,2015,250000,50000,Petrol,Individual,Manual,First Owner,Renault,KWID,RXT
3671,2014,185000,40000,Diesel,Individual,Manual,Third Owner,Maruti,Swift Dzire,VDI
3672,2008,100000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna,1.1
3673,2015,610000,55000,Diesel,Individual,Manual,First Owner,Toyota,Etios,VXD
3674,2012,290000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Quanto,C8
3675,2012,300000,295000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo,E9
3676,2015,225000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era,Plus
3677,2017,320000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10,VXI
3678,2012,135000,158000,Diesel,Individual,Manual,Third Owner,Tata,Indigo,CR4
3679,2006,400000,400000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater BS,IV
3687,2016,600000,19495,Petrol,Dealer,Manual,First Owner,Nissan,Sunny,XL
3688,2013,570000,62668,Diesel,Dealer,Manual,First Owner,Renault,Duster 85PS Diesel RxL,Plus
3689,2013,850000,85710,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W6,2WD
3690,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford,Figo Diesel,EXI
3691,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,Ford,Ecosport 1.5 DV5 MT,Titanium
3692,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota,Fortuner 3.0,Diesel
3693,2010,180000,15000,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0,LT
3694,2017,300000,50000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron,XE
3695,2012,269000,70000,Petrol,Individual,Manual,Second Owner,Toyota,Etios Liva,VX
3696,2018,231999,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10,VXI
3697,2011,150000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,Beat,LS
3698,2017,495000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Asta,Option
3699,2014,700000,15000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz,VXi
3700,2018,400000,4400,Petrol,Individual,Manual,Second Owner,Datsun,GO Plus T,BSIV
3701,2019,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra,Xylo,H4
3702,2013,421000,45000,Diesel,Individual,Manual,First Owner,Renault,Duster 85PS Diesel RxL,Optional
3703,2018,841000,1000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Trend,BSIV
3704,2014,295000,38500,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna,1.1L
3705,2011,220000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i10,Sportz
3706,2013,250000,35000,Diesel,Individual,Manual,First Owner,Ford,Classic 1.4 Duratorq,LXI
3707,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,Toyota,Fortuner 3.0,Diesel
3708,2012,300000,40000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6,VTVT
3709,2007,80000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,Aveo U-VA,1.2
3710,2013,215000,20000,Diesel,Individual,Manual,Third Owner,Chevrolet,Beat Diesel,LT
3711,2012,245000,14987,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna,Plus
3712,2016,650000,25061,Diesel,Dealer,Manual,First Owner,Ford,EcoSport 1.5 TDCi Titanium,BSIV
3713,2017,760000,42494,Diesel,Dealer,Manual,First Owner,Ford,Ecosport 1.5 Diesel,Titanium
3714,2014,395000,44875,Diesel,Dealer,Manual,First Owner,Honda,Amaze S,i-Dtech
3715,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,Ford,Figo Diesel,EXI
3716,2016,495000,65000,Diesel,Dealer,Manual,First Owner,Honda,Jazz 1.5 S i,DTEC
3717,2016,525000,35000,Diesel,Dealer,Manual,First Owner,Honda,Jazz 1.5 VX i,DTEC
3718,2009,420000,347089,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 GX 8 STR,BSIV
3719,2010,210000,34500,Diesel,Individual,Manual,First Owner,Tata,New Safari DICOR 2.2 VX,4x2
3720,2018,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2,S
3721,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,BMW,3 Series 320d Luxury,Line
3722,2019,525000,16000,Diesel,Individual,Manual,First Owner,Ford,Freestyle Titanium Plus Diesel,BSIV
3723,2010,195000,80000,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI,CNG
3724,2016,650000,60000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS,VDI
3725,2015,540000,110000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T6,Plus
3726,2014,180000,61000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800,LXI
3728,2018,980000,50000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS ZDI,Plus
3729,2014,250000,90000,Diesel,Individual,Manual,First Owner,Fiat,Grande Punto EVO 90HP 1.3,Sport
3730,2018,550000,35000,Petrol,Individual,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz,AT
3731,2015,509999,43000,Petrol,Individual,Manual,Second Owner,Volkswagen,Vento 1.6,Highline
3732,2017,320000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10,LXI
3733,2016,275000,25000,Petrol,Individual,Manual,First Owner,Hyundai,EON D,Lite
3734,2013,550000,222252,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W8,2WD
3735,2009,145000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI,Minor
3736,2013,250000,80000,Diesel,Individual,Manual,First Owner,Fiat,Grande Punto Emotion,90Hp
3737,2012,520000,35000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6,SX
3738,2007,95000,85000,Petrol,Individual,Manual,Second Owner,Maruti,Alto,LXi
3739,2011,725000,110000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 V Diesel,7-seater
3740,2006,55000,70000,Petrol,Individual,Manual,Second Owner,Maruti,800,AC
3741,2014,600000,100000,Diesel,Individual,Manual,First Owner,Honda,City i DTEC,VX
3742,2013,330000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,Vento New Diesel,Highline
3743,2015,470000,89000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire,VDI
3744,2013,365000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift,ZDi
3745,2013,250000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Magna,Plus
3746,2017,430000,17000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS,IV
3747,2013,400000,125000,Diesel,Individual,Manual,Second Owner,Maruti,Swift,VDI
3748,2015,615000,110000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire,ZXI
3749,2011,150000,120000,Diesel,Individual,Manual,Second Owner,Ford,Figo Diesel,Titanium
3750,2014,240000,90000,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel,ZXI
3751,2014,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S10 7,Seater
3752,2015,240000,110000,LPG,Individual,Manual,First Owner,Hyundai,EON LPG Magna,Plus
3753,2014,600000,87000,Diesel,Individual,Manual,Second Owner,Ford,Ecosport 1.5 DV5 MT,Titanium
3754,2014,800000,15000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio,LX
3756,2012,350000,38000,Petrol,Individual,Manual,First Owner,Ford,Fiesta Classic 1.6 Duratec,CLXI
3757,2011,300000,64000,Petrol,Individual,Manual,Second Owner,Honda,City 1.5 V,MT
3758,2015,399000,55250,Diesel,Individual,Manual,First Owner,Tata,Sumo Gold EX,BSIII
3759,2011,300000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero,DI
3760,2012,150000,70000,Petrol,Individual,Automatic,First Owner,Maruti,A-Star AT,VXI
3761,2010,320000,60000,Diesel,Individual,Manual,Third Owner,Chevrolet,Cruze,LTZ
3762,2018,1280000,17000,Diesel,Individual,Manual,First Owner,Tata,Hexa,XM
3763,2017,300000,13000,Petrol,Individual,Manual,Second Owner,Renault,KWID 1.0 RXT,Optional
3764,2016,1000000,60000,Diesel,Individual,Manual,First Owner,Nissan,Terrano XL Plus ICC WT20,SE
3765,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,Mitsubishi,Pajero Sport,4X4
3766,2012,450000,97000,Diesel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 GX 4x2 BS,IV
3767,2007,60000,130000,Petrol,Individual,Manual,Second Owner,Tata,Indica GLS BS,IV
